Season,PlayerID,QB,RB,FB,WR,TE,G,T,C,P,K,DT,DE,LB,CB,SS,FS,Type
1990,7353,1,1,1,1,1,26,15,75,1,1,1,1,1,1,1,1,
1990,7353,1,1,1,1,1,26,15,75,1,1,1,1,1,1,1,1,Training Camp
1987,7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7354,1,1,1,1,1,1,1,1,1,1,67,13,1,1,1,1,
1988,7354,0,0,0,0,0,0,0,0,0,0,69,13,0,0,0,0,
1988,7354,1,1,1,1,1,1,1,1,1,1,68,13,1,1,1,1,Training Camp
1987,7359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7359,1,1,1,1,1,19,23,95,1,1,1,1,1,1,1,1,
1988,7359,0,0,0,0,0,19,23,87,0,0,0,0,0,0,0,0,
1988,7359,1,1,1,1,1,19,23,87,1,1,1,1,1,1,1,1,Training Camp
1989,7359,1,1,1,1,1,19,23,89,1,1,1,1,1,1,1,1,
1989,7359,1,1,1,1,1,19,23,89,1,1,1,1,1,1,1,1,Training Camp
1990,7359,1,1,1,1,1,19,23,93,1,1,1,1,1,1,1,1,
1990,7359,1,1,1,1,1,19,23,93,1,1,1,1,1,1,1,1,Training Camp
1987,7361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7361,1,1,1,1,1,1,1,1,33,1,1,1,1,1,1,1,
1988,7361,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,
1988,7361,1,1,1,1,1,1,1,1,44,1,1,1,1,1,1,1,Training Camp
1989,7361,1,1,1,1,1,1,1,1,42,1,1,1,1,1,1,1,
1989,7361,1,1,1,1,1,1,1,1,41,1,1,1,1,1,1,1,Training Camp
1990,7361,1,1,1,1,1,1,1,1,37,1,1,1,1,1,1,1,
1990,7361,1,1,1,1,1,1,1,1,34,1,1,1,1,1,1,1,Training Camp
1987,7363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7363,1,96,23,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,7363,0,99,23,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,7363,1,99,23,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7363,1,99,23,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,7363,1,99,23,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7363,1,99,23,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,7363,1,98,23,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7365,1,1,1,100,23,1,1,1,1,1,1,1,1,1,1,1,
1988,7365,0,0,0,94,23,0,0,0,0,0,0,0,0,0,0,0,
1988,7365,1,1,1,94,23,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7365,1,1,1,97,23,1,1,1,1,1,1,1,1,1,1,1,
1989,7365,1,1,1,97,23,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7365,1,1,1,99,23,1,1,1,1,1,1,1,1,1,1,1,
1990,7365,1,1,1,99,23,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,7367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7367,1,1,1,1,1,24,97,13,1,1,1,1,1,1,1,1,
1988,7367,0,0,0,0,0,24,86,13,0,0,0,0,0,0,0,0,
1988,7367,1,1,1,1,1,24,86,13,1,1,1,1,1,1,1,1,Training Camp
1989,7367,1,1,1,1,1,24,90,13,1,1,1,1,1,1,1,1,
1989,7367,1,1,1,1,1,24,90,13,1,1,1,1,1,1,1,1,Training Camp
1990,7367,1,1,1,1,1,24,93,13,1,1,1,1,1,1,1,1,
1990,7367,1,1,1,1,1,24,93,13,1,1,1,1,1,1,1,1,Training Camp
1987,7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7368,1,1,1,48,11,1,1,1,1,1,1,1,1,1,1,1,
1988,7368,0,0,0,31,11,0,0,0,0,0,0,0,0,0,0,0,
1988,7368,1,1,1,31,11,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7368,1,1,1,37,11,1,1,1,1,1,1,1,1,1,1,1,
1989,7368,1,1,1,37,11,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7368,1,1,1,41,11,1,1,1,1,1,1,1,1,1,1,1,
1990,7368,1,1,1,41,11,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7370,1,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,7370,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,7370,1,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7370,1,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,7370,1,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7370,1,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,7370,1,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7372,1,1,1,1,1,1,1,1,1,1,1,10,85,1,26,1,
1988,7372,0,0,0,0,0,0,0,0,0,0,0,10,64,0,28,0,
1988,7372,1,1,1,1,1,1,1,1,1,1,1,10,64,1,28,1,Training Camp
1989,7372,1,1,1,1,1,1,1,1,1,1,1,10,73,1,27,1,
1989,7372,1,1,1,1,1,1,1,1,1,1,1,10,73,1,27,1,Training Camp
1990,7372,1,1,1,1,1,1,1,1,1,1,1,10,76,1,27,1,
1990,7372,1,1,1,1,1,1,1,1,1,1,1,10,76,1,27,1,Training Camp
1987,7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7373,1,1,1,1,1,1,1,1,1,1,26,54,12,1,1,1,
1988,7373,0,0,0,0,0,0,0,0,0,0,27,53,12,0,0,0,
1988,7373,1,1,1,1,1,1,1,1,1,1,26,53,12,1,1,1,Training Camp
1989,7373,1,1,1,1,1,1,1,1,1,1,26,59,12,1,1,1,
1989,7373,1,1,1,1,1,1,1,1,1,1,26,59,12,1,1,1,Training Camp
1990,7373,1,1,1,1,1,1,1,1,1,1,26,58,12,1,1,1,
1990,7373,1,1,1,1,1,1,1,1,1,1,26,57,12,1,1,1,Training Camp
1987,7374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7374,1,1,1,1,1,1,1,1,1,1,1,1,1,11,25,89,
1988,7374,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,84,
1988,7374,1,1,1,1,1,1,1,1,1,1,1,1,1,11,25,84,Training Camp
1989,7374,1,1,1,1,1,1,1,1,1,1,1,1,1,11,25,91,
1989,7374,1,1,1,1,1,1,1,1,1,1,1,1,1,11,25,91,Training Camp
1990,7374,1,1,1,1,1,1,1,1,1,1,1,1,1,11,25,93,
1990,7374,1,1,1,1,1,1,1,1,1,1,1,1,1,11,25,91,Training Camp
1987,7375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7375,1,1,1,1,1,1,1,1,1,1,76,24,1,1,1,1,
1988,7375,0,0,0,0,0,0,0,0,0,0,69,24,0,0,0,0,
1988,7375,1,1,1,1,1,1,1,1,1,1,69,24,1,1,1,1,Training Camp
1989,7375,1,1,1,1,1,1,1,1,1,1,71,24,1,1,1,1,
1989,7375,1,1,1,1,1,1,1,1,1,1,71,24,1,1,1,1,Training Camp
1990,7375,1,1,1,1,1,1,1,1,1,1,72,24,1,1,1,1,
1990,7375,1,1,1,1,1,1,1,1,1,1,72,24,1,1,1,1,Training Camp
1987,7377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7377,1,1,1,95,18,1,1,1,1,1,1,1,1,1,1,1,
1988,7377,0,0,0,94,18,0,0,0,0,0,0,0,0,0,0,0,
1988,7377,1,1,1,94,18,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7377,1,1,1,95,18,1,1,1,1,1,1,1,1,1,1,1,
1989,7377,1,1,1,95,18,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7377,1,1,1,95,18,1,1,1,1,1,1,1,1,1,1,1,
1990,7377,1,1,1,95,18,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,7379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7379,1,1,1,1,1,68,4,4,1,1,1,1,1,1,1,1,
1988,7379,0,0,0,0,0,70,4,4,0,0,0,0,0,0,0,0,
1988,7379,1,1,1,1,1,69,4,4,1,1,1,1,1,1,1,1,Training Camp
1987,7385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7385,1,1,1,1,1,14,25,8,1,1,1,1,1,1,1,1,
1988,7385,0,0,0,0,0,14,28,8,0,0,0,0,0,0,0,0,
1988,7385,1,1,1,1,1,14,27,8,1,1,1,1,1,1,1,1,Training Camp
1987,7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7386,1,1,1,1,1,1,1,1,1,1,1,12,85,1,7,1,
1988,7386,0,0,0,0,0,0,0,0,0,0,0,12,89,0,7,0,
1988,7386,1,1,1,1,1,1,1,1,1,1,1,12,87,1,7,1,Training Camp
1987,7387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7387,1,1,1,1,1,40,13,11,1,1,1,1,1,1,1,1,
1988,7387,0,0,0,0,0,43,13,11,0,0,0,0,0,0,0,0,
1988,7387,1,1,1,1,1,42,13,11,1,1,1,1,1,1,1,1,Training Camp
1987,7388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7388,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,7388,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,7388,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7388,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,7388,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7388,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,7388,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7391,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,7391,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,7391,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7391,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,7391,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7391,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,7391,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,7392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7392,1,1,1,1,1,1,1,1,1,1,1,1,1,43,15,2,
1988,7392,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,2,
1988,7392,1,1,1,1,1,1,1,1,1,1,1,1,1,44,15,2,Training Camp
1987,7394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7394,1,1,1,1,1,1,1,1,1,1,9,95,5,1,1,1,
1988,7394,0,0,0,0,0,0,0,0,0,0,9,90,5,0,0,0,
1988,7394,1,1,1,1,1,1,1,1,1,1,9,90,5,1,1,1,Training Camp
1989,7394,1,1,1,1,1,1,1,1,1,1,9,95,5,1,1,1,
1989,7394,1,1,1,1,1,1,1,1,1,1,9,95,5,1,1,1,Training Camp
1990,7394,1,1,1,1,1,1,1,1,1,1,9,95,5,1,1,1,
1990,7394,1,1,1,1,1,1,1,1,1,1,9,95,5,1,1,1,Training Camp
1987,7395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7395,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,7395,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,7395,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7395,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,7395,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7395,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,7395,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,7396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7396,1,1,1,1,1,1,1,1,1,1,1,1,1,22,26,96,
1988,7396,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,96,
1988,7396,1,1,1,1,1,1,1,1,1,1,1,1,1,22,26,96,Training Camp
1989,7396,1,1,1,1,1,1,1,1,1,1,1,1,1,22,26,96,
1989,7396,1,1,1,1,1,1,1,1,1,1,1,1,1,22,26,96,Training Camp
1990,7396,1,1,1,1,1,1,1,1,1,1,1,1,1,22,26,96,
1990,7396,1,1,1,1,1,1,1,1,1,1,1,1,1,22,26,96,Training Camp
1987,7397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7397,1,1,1,1,1,94,24,26,1,1,1,1,1,1,1,1,
1988,7397,0,0,0,0,0,92,24,30,0,0,0,0,0,0,0,0,
1988,7397,1,1,1,1,1,92,24,29,1,1,1,1,1,1,1,1,Training Camp
1989,7397,1,1,1,1,1,95,24,27,1,1,1,1,1,1,1,1,
1989,7397,1,1,1,1,1,95,24,27,1,1,1,1,1,1,1,1,Training Camp
1990,7397,1,1,1,1,1,95,24,26,1,1,1,1,1,1,1,1,
1990,7397,1,1,1,1,1,95,24,26,1,1,1,1,1,1,1,1,Training Camp
1987,7398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7398,1,1,1,1,1,1,1,1,1,1,1,1,1,15,8,76,
1988,7398,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,79,
1988,7398,1,1,1,1,1,1,1,1,1,1,1,1,1,15,8,77,Training Camp
1987,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7400,1,1,1,1,1,1,1,1,1,1,1,1,33,1,15,1,
1988,7400,0,0,0,0,0,0,0,0,0,0,0,1,37,0,15,0,
1988,7400,1,1,1,1,1,1,1,1,1,1,1,1,35,1,15,1,Training Camp
1987,7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7401,1,1,1,49,26,1,1,1,1,1,1,26,1,63,1,1,
1988,7401,1,1,1,65,35,1,1,1,1,1,1,38,1,45,1,1,
1988,7401,1,1,1,65,34,1,1,1,1,1,1,38,1,45,1,1,Training Camp
1989,7401,1,1,1,58,28,1,1,1,1,1,1,36,1,49,1,1,
1989,7401,1,1,1,58,28,1,1,1,1,1,1,35,1,49,1,1,Training Camp
1990,7401,1,1,1,52,27,1,1,1,1,1,1,29,1,56,1,1,
1990,7401,1,1,1,51,27,1,1,1,1,1,1,29,1,56,1,1,Training Camp
1987,7403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7403,1,1,1,1,1,1,1,1,1,1,1,1,1,48,17,13,
1988,7403,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,13,
1988,7403,1,1,1,1,1,1,1,1,1,1,1,1,1,32,17,13,Training Camp
1989,7403,1,1,1,1,1,1,1,1,1,1,1,1,1,37,17,13,
1989,7403,1,1,1,1,1,1,1,1,1,1,1,1,1,37,17,13,Training Camp
1990,7403,1,1,1,1,1,1,1,1,1,1,1,1,1,40,17,13,
1990,7403,1,1,1,1,1,1,1,1,1,1,1,1,1,40,17,13,Training Camp
1987,7407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1987,7407,1,1,1,13,95,1,1,1,1,1,1,1,1,1,1,1,
1988,7407,0,0,0,13,79,0,0,0,0,0,0,0,0,0,0,0,
1988,7407,1,1,1,13,79,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,7407,1,1,1,13,82,1,1,1,1,1,1,1,1,1,1,1,
1989,7407,1,1,1,13,82,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,7407,1,1,1,13,91,1,1,1,1,1,1,1,1,1,1,1,
1990,7407,1,1,1,13,91,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,8358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8358,1,1,1,1,1,21,12,95,1,1,1,1,1,1,1,1,
1989,8358,0,0,0,0,0,21,12,85,0,0,0,0,0,0,0,0,
1989,8358,1,1,1,1,1,21,12,85,1,1,1,1,1,1,1,1,Training Camp
1990,8358,1,1,1,1,1,21,12,90,1,1,1,1,1,1,1,1,
1990,8358,1,1,1,1,1,21,12,90,1,1,1,1,1,1,1,1,Training Camp
1988,8361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8361,1,1,1,1,1,92,29,59,1,1,1,1,1,1,1,1,
1989,8361,0,0,0,0,0,27,36,64,0,0,0,0,0,0,0,0,
1989,8361,0,0,0,0,0,60,36,64,0,0,0,0,0,0,0,0,Training Camp
1990,8361,1,1,1,1,1,74,32,62,1,1,1,1,1,1,1,1,
1990,8361,1,1,1,1,1,74,32,62,1,1,1,1,1,1,1,1,Training Camp
1988,8366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8366,1,1,1,1,1,1,1,1,1,1,1,1,1,54,26,26,
1989,8366,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,29,
1989,8366,1,1,1,1,1,1,1,1,1,1,1,1,1,40,28,29,Training Camp
1990,8366,1,1,1,1,1,1,1,1,1,1,1,1,1,46,27,26,
1990,8366,1,1,1,1,1,1,1,1,1,1,1,1,1,46,27,26,Training Camp
1988,8368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8368,1,1,1,1,1,1,1,1,1,1,1,1,1,68,16,22,
1989,8368,0,0,0,0,0,0,0,0,0,0,0,0,0,57,16,22,
1989,8368,1,1,1,1,1,1,1,1,1,1,1,1,1,57,16,22,Training Camp
1990,8368,1,1,1,1,1,1,1,1,1,1,1,1,1,63,16,22,
1990,8368,1,1,1,1,1,1,1,1,1,1,1,1,1,63,16,22,Training Camp
1988,8369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8369,1,1,1,1,1,1,1,1,1,1,1,1,1,96,17,17,
1989,8369,0,0,0,0,0,0,0,0,0,0,0,0,0,83,17,17,
1989,8369,1,1,1,1,1,1,1,1,1,1,1,1,1,83,17,17,Training Camp
1990,8369,1,1,1,1,1,1,1,1,1,1,1,1,1,95,17,17,
1990,8369,1,1,1,1,1,1,1,1,1,1,1,1,1,95,17,17,Training Camp
1988,8371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8371,1,1,1,1,1,1,1,1,1,1,1,1,1,44,14,26,
1989,8371,0,0,0,0,0,0,0,0,0,0,0,0,0,43,14,26,
1989,8371,1,1,1,1,1,1,1,1,1,1,1,1,1,43,14,26,Training Camp
1990,8371,1,1,1,1,1,1,1,1,1,1,1,1,1,48,14,26,
1990,8371,1,1,1,1,1,1,1,1,1,1,1,1,1,46,14,26,Training Camp
1988,8372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8372,1,1,1,1,1,1,1,1,1,1,1,1,1,93,11,25,
1989,8372,0,0,0,0,0,0,0,0,0,0,0,0,0,82,11,25,
1989,8372,1,1,1,1,1,1,1,1,1,1,1,1,1,82,11,25,Training Camp
1990,8372,1,1,1,1,1,1,1,1,1,1,1,1,1,89,11,25,
1990,8372,1,1,1,1,1,1,1,1,1,1,1,1,1,89,11,25,Training Camp
1988,8373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8373,1,1,1,1,1,1,1,1,1,1,1,1,1,58,16,22,
1989,8373,1,1,1,1,1,1,1,1,1,1,1,1,1,44,16,22,
1989,8373,1,1,1,1,1,1,1,1,1,1,1,1,1,44,16,22,Training Camp
1990,8373,1,1,1,1,1,1,1,1,1,1,1,1,1,51,16,22,
1990,8373,1,1,1,1,1,1,1,1,1,1,1,1,1,51,16,22,Training Camp
1988,8374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8374,1,1,1,1,1,1,1,1,1,1,1,1,1,51,10,19,
1989,8374,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,19,
1989,8374,1,1,1,1,1,1,1,1,1,1,1,1,1,42,10,19,Training Camp
1990,8374,1,1,1,1,1,1,1,1,1,1,1,1,1,45,10,19,
1990,8374,1,1,1,1,1,1,1,1,1,1,1,1,1,45,10,19,Training Camp
1988,8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8375,1,1,1,1,1,1,1,1,1,1,1,1,1,62,10,11,
1989,8375,0,0,0,0,0,0,0,0,0,0,0,0,0,51,10,11,
1989,8375,1,1,1,1,1,1,1,1,1,1,1,1,1,51,10,11,Training Camp
1990,8375,1,1,1,1,1,1,1,1,1,1,1,1,1,56,10,11,
1990,8375,1,1,1,1,1,1,1,1,1,1,1,1,1,56,10,11,Training Camp
1988,8376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8376,1,1,1,1,1,1,1,1,1,1,1,1,1,47,16,18,
1989,8376,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16,18,
1989,8376,1,1,1,1,1,1,1,1,1,1,1,1,1,41,16,18,Training Camp
1990,8376,1,1,1,1,1,1,1,1,1,1,1,1,1,45,16,18,
1990,8376,1,1,1,1,1,1,1,1,1,1,1,1,1,45,16,18,Training Camp
1988,8377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8377,1,1,1,1,1,1,1,1,1,1,1,1,1,82,21,19,
1989,8377,0,0,0,0,0,0,0,0,0,0,0,0,0,70,21,19,
1989,8377,1,1,1,1,1,1,1,1,1,1,1,1,1,70,21,19,Training Camp
1990,8377,1,1,1,1,1,1,1,1,1,1,1,1,1,75,21,19,
1990,8377,1,1,1,1,1,1,1,1,1,1,1,1,1,75,21,19,Training Camp
1988,8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8379,1,1,1,1,1,1,1,1,1,1,1,1,1,100,26,30,
1989,8379,0,0,0,0,0,0,0,0,0,0,0,0,0,95,35,38,
1989,8379,1,1,1,1,1,1,1,1,1,1,1,1,1,95,35,37,Training Camp
1990,8379,1,1,1,1,1,1,1,1,1,1,1,1,1,100,27,30,
1990,8379,1,1,1,1,1,1,1,1,1,1,1,1,1,100,26,30,Training Camp
1988,8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8380,1,1,1,1,1,1,1,1,1,1,1,1,1,38,13,27,
1989,8380,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,27,
1989,8380,1,1,1,1,1,1,1,1,1,1,1,1,1,40,13,27,Training Camp
1988,8381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8381,1,1,1,1,1,1,1,1,1,1,1,1,1,47,50,17,
1989,8381,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,17,
1989,8381,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,17,Training Camp
1990,8381,1,1,1,1,1,1,1,1,1,1,1,1,1,47,43,17,
1990,8381,1,1,1,1,1,1,1,1,1,1,1,1,1,47,43,17,Training Camp
1988,8382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8382,1,1,1,1,1,1,1,1,1,1,1,1,1,29,26,29,
1989,8382,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,29,
1989,8382,1,1,1,1,1,1,1,1,1,1,1,1,1,31,26,29,Training Camp
1988,8383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8383,1,1,1,1,1,1,1,1,1,1,1,1,1,26,19,10,
1989,8383,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,10,
1989,8383,1,1,1,1,1,1,1,1,1,1,1,1,1,28,19,10,Training Camp
1988,8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8384,1,1,1,1,1,1,1,1,1,1,1,1,1,100,26,12,
1989,8384,0,0,0,0,0,0,0,0,0,0,0,0,0,98,27,12,
1989,8384,1,1,1,1,1,1,1,1,1,1,1,1,1,98,27,12,Training Camp
1990,8384,1,1,1,1,1,1,1,1,1,1,1,1,1,100,26,12,
1990,8384,1,1,1,1,1,1,1,1,1,1,1,1,1,100,26,12,Training Camp
1988,8386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8386,1,1,1,1,1,1,1,1,1,1,1,1,1,91,29,26,
1989,8386,0,0,0,0,0,0,0,0,0,0,0,0,0,68,42,31,
1989,8386,1,1,1,1,1,1,1,1,1,1,1,1,1,68,41,31,Training Camp
1990,8386,1,1,1,1,1,1,1,1,1,1,1,1,1,85,35,28,
1990,8386,1,1,1,1,1,1,1,1,1,1,1,1,1,85,34,28,Training Camp
1988,8388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8388,1,1,1,1,1,1,1,1,1,1,1,1,1,88,25,23,
1989,8388,0,0,0,0,0,0,0,0,0,0,0,0,0,78,25,23,
1989,8388,1,1,1,1,1,1,1,1,1,1,1,1,1,78,25,23,Training Camp
1990,8388,1,1,1,1,1,1,1,1,1,1,1,1,1,83,25,23,
1990,8388,1,1,1,1,1,1,1,1,1,1,1,1,1,83,25,23,Training Camp
1988,8389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8389,1,1,1,1,1,1,1,1,1,1,1,1,1,72,24,26,
1989,8389,0,0,0,0,0,0,0,0,0,0,0,0,0,63,24,27,
1989,8389,1,1,1,1,1,1,1,1,1,1,1,1,1,63,24,27,Training Camp
1990,8389,1,1,1,1,1,1,1,1,1,1,1,1,1,67,24,27,
1990,8389,1,1,1,1,1,1,1,1,1,1,1,1,1,67,24,27,Training Camp
1988,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8390,1,1,1,1,1,1,1,1,1,1,1,1,1,95,45,50,
1989,8390,0,0,0,0,0,0,0,0,0,0,0,0,0,80,60,55,
1989,8390,1,1,1,1,1,1,1,1,1,1,1,1,1,80,60,55,Training Camp
1990,8390,1,1,1,1,1,1,1,1,1,1,1,1,1,88,55,54,
1990,8390,1,1,1,1,1,1,1,1,1,1,1,1,1,88,54,54,Training Camp
1988,8393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8393,1,1,1,1,1,1,1,1,1,1,1,1,1,46,28,12,
1989,8393,0,0,0,0,0,0,0,0,0,0,0,0,0,49,29,12,
1989,8393,1,1,1,1,1,1,1,1,1,1,1,1,1,47,29,12,Training Camp
1990,8393,1,1,1,1,1,1,1,1,1,1,1,1,1,49,28,12,
1990,8393,1,1,1,1,1,1,1,1,1,1,1,1,1,48,28,12,Training Camp
1988,8395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8395,1,1,1,1,1,1,1,1,1,1,1,1,1,100,11,14,
1989,8395,0,0,0,0,0,0,0,0,0,0,0,0,0,97,11,14,
1989,8395,1,1,1,1,1,1,1,1,1,1,1,1,1,97,11,14,Training Camp
1990,8395,1,1,1,1,1,1,1,1,1,1,1,1,1,99,11,14,
1990,8395,1,1,1,1,1,1,1,1,1,1,1,1,1,99,11,14,Training Camp
1988,8396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1988,8396,1,1,1,1,1,1,1,1,1,1,1,1,1,100,26,21,
