"PlayerID","Jersey","FirstName","LastName","Age","Experience","Height","Weight","Position","city","mascot","Overall","Strength","Agility","Arm","Speed","Hands","Intelligence","Accuracy","RunBlocking","PassBlocking","Tackling","Endurance","KickDistance","KickAccuracy","trait1","Leadership","WorkEthic","Competitiveness","TeamPlayer","Sportsmanship","SocialDisposition","Money","Security","Loyalty","Winning","PlayingTime","CloseToHome","MarketSize","Morale","QB","RB","FB","WR","TE","G","T","C","P","K","DT","DE","LB","CB","SS","FS","1989","1990","1991","1992","1993","1994"
"8472","67","Xavier","Newman","22","0","74","297","G",NULL,NULL,"72","72","28","1","49","2","49","1","69","61","32","57","1","1",NULL,"38","46","65","47","58","51","94","57","55","55","100","58","44","85","0","0","0","0","0","94","2","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8473","66","Dylan","Parham","22","0","75","311","G",NULL,NULL,"81","75","46","4","61","27","70","2","81","74","37","69","7","7",NULL,"36","65","78","69","84","93","83","68","55","61","88","38","55","78","0","0","0","0","0","49","13","18","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8474","75","Chris","Paul","22","0","76","324","G",NULL,NULL,"71","73","45","3","58","11","44","1","72","65","32","58","8","5",NULL,"37","47","55","31","25","24","76","57","30","51","88","36","50","78","0","0","0","0","0","44","12","27","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8475","75","Sean","Rhyan","22","0","77","321","G",NULL,NULL,"79","75","51","6","46","17","58","9","77","71","44","57","7","4",NULL,"41","64","42","58","70","64","80","52","44","54","82","43","49","93","0","0","0","0","0","97","19","12","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8476","68","Jamaree","Salyer","21","0","76","325","G",NULL,NULL,"79","81","55","1","55","17","66","2","76","75","34","66","1","1",NULL,"38","43","60","69","55","37","99","39","50","44","84","40","61","99","0","0","0","0","0","48","26","20","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8477","65","Josh","Sills","23","0","78","325","G",NULL,NULL,"73","69","49","3","46","17","50","1","71","64","26","57","24","20",NULL,"87","62","63","62","57","38","88","62","45","55","87","70","36","77","0","0","0","0","0","90","30","18","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8478","73","Tyler","Smith","20","0","78","332","G","Oakland","Raiders","87","87","46","6","58","21","68","2","86","80","31","69","5","4",NULL,"74","98","76","80","65","71","84","33","49","69","75","40","57","90","0","0","0","0","0","62","41","48","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8479","69","Cole","Strange","23","0","77","305","G","Virginia","Destroyers","85","80","55","3","57","29","67","2","78","77","43","66","5","6","TenaciousBlocker","51","83","69","60","88","96","77","64","61","70","73","38","30","100","0","0","0","0","0","97","18","28","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8480","57","Zachary","Thomas","23","0","77","300","G",NULL,NULL,"76","72","56","1","56","4","52","1","75","63","35","60","1","1",NULL,"79","61","56","70","46","34","70","69","52","69","93","66","60","87","0","0","0","0","0","80","29","21","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8481","67","Cordell","Volson","23","0","78","315","G",NULL,NULL,"77","76","41","3","45","19","65","2","78","64","43","66","21","19",NULL,"33","74","89","3","77","94","87","70","30","68","86","43","62","77","0","0","0","0","0","75","20","19","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8482","60","Luke","Wattenberg","23","0","77","300","G",NULL,NULL,"74","70","54","1","48","8","59","1","71","63","33","62","1","1",NULL,"14","61","69","1","28","21","75","51","62","54","75","55","54","77","0","0","0","0","0","88","17","22","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8483","63","Nick","Zakelj","22","0","78","316","G",NULL,NULL,"72","76","45","1","50","19","59","1","66","66","36","63","1","1",NULL,"56","43","70","56","50","43","83","54","65","55","97","48","41","87","0","0","0","0","0","61","15","14","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8484","17","Brandon","Aubrey","26","0","75","200","K",NULL,NULL,"79","35","59","27","55","20","64","9","4","7","21","89","79","83","ClutchKicker","75","70","50","95","65","42","42","77","75","72","86","86","75","73","0","0","0","0","0","0","0","0","0","72","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8485","11","Cameron","Dicker","21","0","73","216","K",NULL,NULL,"73","37","48","31","56","18","67","6","9","10","27","92","75","73",NULL,"31","98","73","33","73","61","96","50","50","50","90","42","57","85","0","0","0","0","0","0","0","0","0","47","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8486","5","Ray","Finkle","21","0","66","155","K",NULL,NULL,"75","16","36","16","38","24","67","1","1","1","25","82","71","85","OffFieldIssues","60","65","66","94","79","79","91","47","41","67","90","34","63","60","0","0","0","0","0","0","0","0","30","80","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8487","44","Troy","Andersen","22","0","76","235","LB",NULL,NULL,"81","57","73","27","80","51","61","37","10","7","74","71","4","3",NULL,"37","97","91","55","83","89","77","70","38","54","73","53","52","76","0","0","0","0","0","0","0","0","0","0","0","23","84","0","25","0",NULL,NULL,NULL,NULL,NULL,NULL
"8488","33","Brian","Asamoah II","21","0","72","226","LB",NULL,NULL,"81","62","71","1","78","40","63","1","7","7","76","73","1","1",NULL,"68","99","73","100","69","91","74","43","33","45","70","31","40","79","0","0","0","0","0","0","0","0","0","0","0","12","73","0","29","0",NULL,NULL,NULL,NULL,NULL,NULL
"8489","90","Amare","Barno","22","0","78","245","LB",NULL,NULL,"73","63","61","1","81","19","48","1","1","1","68","58","1","1",NULL,"67","91","84","67","61","82","75","51","41","61","86","58","44","99","0","0","0","0","0","0","0","0","0","0","0","21","43","0","11","0",NULL,NULL,NULL,NULL,NULL,NULL
"8490","43","Terrel","Bernard","22","0","73","224","LB",NULL,NULL,"79","58","71","1","77","56","67","10","7","7","74","74","1","1",NULL,"56","40","55","66","70","46","83","54","30","60","83","61","60","100","0","0","0","0","0","0","0","0","0","0","0","17","52","0","27","0",NULL,NULL,NULL,NULL,NULL,NULL
"8491","42","Nik","Bonitto","21","0","75","240","LB",NULL,NULL,"79","65","72","13","80","52","66","21","1","1","72","64","1","1",NULL,"18","98","98","8","91","68","95","33","50","42","78","40","60","79","0","0","0","0","0","0","0","0","0","0","0","28","39","0","20","0",NULL,NULL,NULL,NULL,NULL,NULL
"8492","58","Darien","Butler","21","0","70","221","LB",NULL,NULL,"75","54","61","1","70","50","49","1","1","1","75","70","1","2",NULL,"69","93","84","44","99","66","74","43","39","36","79","37","45","87","0","0","0","0","0","0","0","0","0","0","0","15","73","0","23","0",NULL,NULL,NULL,NULL,NULL,NULL
"8493","45","Chance","Campbell","21","0","74","232","LB",NULL,NULL,"76","64","62","1","76","31","54","1","1","1","73","72","1","1",NULL,"20","86","97","2","60","71","76","48","36","59","83","39","39","70","0","0","0","0","0","0","0","0","0","0","0","28","57","0","10","0",NULL,NULL,NULL,NULL,NULL,NULL
"8494","54","Leo","Chenal","20","0","75","250","DE","Tampa Bay","Buccaneers","84","73","70","3","79","48","61","11","7","7","84","73","8","7","CoverageLB","39","52","35","30","18","6","93","42","49","68","83","37","48","76","0","0","0","0","0","0","0","0","0","0","0","20","45","0","28","0",NULL,NULL,NULL,NULL,NULL,NULL
"8495","33","Damone","Clark","21","0","75","240","LB","London","Monarchs","81","58","68","2","81","43","64","6","7","7","87","69","1","1",NULL,"89","96","99","89","99","81","90","44","48","61","73","50","38","95","0","0","0","0","0","0","0","0","0","0","0","13","51","0","21","0",NULL,NULL,NULL,NULL,NULL,NULL
"8496","43","Jack","Cochrane","22","0","75","236","LB",NULL,NULL,"74","59","61","9","73","46","40","17","1","4","76","62","1","1",NULL,"41","66","69","47","99","82","84","61","45","70","90","35","58","97","0","0","0","0","0","0","0","0","0","0","0","15","48","0","16","0",NULL,NULL,NULL,NULL,NULL,NULL
"8497","17","Nakobe","Dean","20","0","71","231","LB","Miami","Dolphins","82","67","71","3","78","52","65","1","7","7","80","77","6","6","FanFavorite","75","68","48","92","48","46","71","44","48","47","85","42","70","85","0","0","0","0","0","0","0","0","0","0","0","27","50","0","27","0",NULL,NULL,NULL,NULL,NULL,NULL
"8498","17","Arnold","Ebiketie","22","0","75","256","LB",NULL,NULL,"82","67","73","1","75","31","62","1","7","7","77","69","1","2",NULL,"31","69","66","41","68","33","95","65","48","52","72","56","42","98","0","0","0","0","0","0","0","0","0","0","0","30","90","0","17","0",NULL,NULL,NULL,NULL,NULL,NULL
"8499","55","Kingsley","Enagbare","21","0","76","258","LB",NULL,NULL,"76","72","53","1","66","12","57","1","1","1","80","64","1","3",NULL,"61","75","62","91","83","70","80","47","45","46","73","34","30","98","0","0","0","0","0","0","0","0","0","0","0","26","64","0","28","0",NULL,NULL,NULL,NULL,NULL,NULL
"8500","50","Jack","Gibbens","22","0","75","242","LB",NULL,NULL,"80","57","67","1","69","44","66","1","7","2","81","71","1","1",NULL,"21","38","61","27","17","18","76","62","44","69","71","42","38","92","0","0","0","0","0","0","0","0","0","0","0","11","87","0","15","0",NULL,NULL,NULL,NULL,NULL,NULL
"8501","35","Jake","Hansen","23","0","73","235","LB",NULL,NULL,"76","60","62","1","70","45","54","1","1","1","81","68","1","1",NULL,"59","50","59","41","47","68","87","54","66","57","73","45","30","82","0","0","0","0","0","0","0","0","0","0","0","13","47","0","11","0",NULL,NULL,NULL,NULL,NULL,NULL
"8502","48","Christian","Harris","20","0","73","226","LB",NULL,NULL,"80","58","70","1","79","50","60","1","1","1","73","70","2","6",NULL,"38","40","60","36","36","20","70","39","48","66","93","46","37","76","0","0","0","0","0","0","0","0","0","0","0","13","83","0","24","0",NULL,NULL,NULL,NULL,NULL,NULL
"8503","35","Jake","Hummel","22","0","73","235","LB",NULL,NULL,"74","56","71","1","76","49","53","1","1","1","74","66","1","1",NULL,"31","90","90","70","70","98","84","70","38","50","72","70","58","72","0","0","0","0","0","0","0","0","0","0","0","14","32","0","21","0",NULL,NULL,NULL,NULL,NULL,NULL
"8504","52","D'Marco","Jackson","23","0","73","233","LB",NULL,NULL,"80","58","63","1","76","41","53","1","1","1","78","70","1","1",NULL,"62","83","86","43","79","75","85","57","61","50","89","36","44","92","0","0","0","0","0","0","0","0","0","0","0","19","97","0","18","0",NULL,NULL,NULL,NULL,NULL,NULL
"8505","53","Nate","Landman","22","0","75","235","LB",NULL,NULL,"78","63","64","16","66","33","56","31","1","1","81","70","1","1",NULL,"69","65","97","100","68","86","92","62","64","62","93","50","45","91","0","0","0","0","0","0","0","0","0","0","0","18","82","0","23","0",NULL,NULL,NULL,NULL,NULL,NULL
"8506","33","Devin","Lloyd","22","0","75","235","LB",NULL,NULL,"82","68","67","6","75","59","67","5","7","7","75","78","25","24",NULL,"45","76","73","39","82","60","94","55","50","68","77","58","49","73","0","0","0","0","0","0","0","0","0","0","0","16","64","0","21","0",NULL,NULL,NULL,NULL,NULL,NULL
"8507","43","Jesse","Luketa","22","0","75","253","LB",NULL,NULL,"74","61","60","1","65","23","55","1","1","1","75","64","2","2",NULL,"73","95","86","96","76","83","88","61","58","69","97","67","56","84","0","0","0","0","0","0","0","0","0","0","0","13","81","0","18","0",NULL,NULL,NULL,NULL,NULL,NULL
"8508","53","Boye","Mafe","22","0","76","261","LB",NULL,NULL,"80","66","64","1","78","22","55","5","7","7","81","64","12","12",NULL,"78","49","59","63","43","69","78","69","53","69","75","42","63","100","0","0","0","0","0","0","0","0","0","0","0","20","67","0","22","0",NULL,NULL,NULL,NULL,NULL,NULL
"8509","51","Deangelo","Malone","22","0","76","240","LB",NULL,NULL,"75","61","68","1","76","21","56","1","1","1","73","62","12","9",NULL,"59","51","55","58","43","47","90","52","34","54","99","65","46","84","0","0","0","0","0","0","0","0","0","0","0","30","52","0","12","0",NULL,NULL,NULL,NULL,NULL,NULL
"8510","59","Luke","Masterson","23","0","73","234","LB",NULL,NULL,"77","54","69","6","71","49","47","12","2","1","75","66","1","1",NULL,"52","96","72","45","76","98","71","51","40","59","72","52","56","94","0","0","0","0","0","0","0","0","0","0","0","21","92","0","14","0",NULL,NULL,NULL,NULL,NULL,NULL
"8511","41","Micah","McFadden","21","0","74","232","LB",NULL,NULL,"77","60","69","1","74","43","60","1","1","1","76","75","1","1",NULL,"42","50","60","37","35","32","78","35","39","30","83","42","46","91","0","0","0","0","0","0","0","0","0","0","0","26","49","0","15","0",NULL,NULL,NULL,NULL,NULL,NULL
"8512","48","Jeremiah","Moon","23","0","77","247","LB",NULL,NULL,"74","57","67","1","69","26","40","1","1","1","77","64","1","1",NULL,"66","68","92","42","81","95","100","54","67","56","92","64","48","99","0","0","0","0","0","0","0","0","0","0","0","19","73","0","22","0",NULL,NULL,NULL,NULL,NULL,NULL
"8513","48","Chad","Muma","22","0","75","239","LB",NULL,NULL,"80","65","72","1","74","50","57","1","1","1","82","74","2","1",NULL,"51","67","65","30","60","53","77","59","54","59","99","41","31","72","0","0","0","0","0","0","0","0","0","0","0","18","39","0","24","0",NULL,NULL,NULL,NULL,NULL,NULL
"8514","90","David","Ojabo","21","0","76","255","LB",NULL,NULL,"82","69","74","1","78","18","56","1","7","7","79","61","1","3",NULL,"67","98","86","31","87","93","80","41","39","65","95","37","67","85","0","0","0","0","0","0","0","0","0","0","0","50","84","0","24","0",NULL,NULL,NULL,NULL,NULL,NULL
"8515","50","Segun","Olubi","21","0","72","225","LB",NULL,NULL,"72","55","68","1","79","43","40","5","1","1","70","66","11","11",NULL,"75","60","60","97","62","75","81","43","43","58","87","47","69","86","0","0","0","0","0","0","0","0","0","0","0","24","36","0","12","0",NULL,NULL,NULL,NULL,NULL,NULL
"8516","10","Bumper","Pool","20","0","72","230","LB",NULL,NULL,"73","59","69","17","66","44","51","6","36","28","69","82","20","11",NULL,"0","0","0","0","0","0","72","48","38","35","83","32","63","71","0","0","0","0","0","0","0","0","0","0","0","44","64","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8517","93","Mark","Robinson LB","22","0","71","235","LB",NULL,NULL,"81","70","58","1","72","46","46","1","1","1","79","69","1","1",NULL,"84","94","83","68","72","64","87","62","36","52","80","39","70","99","0","0","0","0","0","0","0","0","0","0","0","24","83","0","16","0",NULL,NULL,NULL,NULL,NULL,NULL
"8518","44","Malcolm","Rodriguez","22","0","71","225","LB",NULL,NULL,"82","71","67","23","77","40","63","37","7","7","76","73","4","5",NULL,"42","62","88","62","100","97","79","63","40","52","79","35","66","73","0","0","0","0","0","0","0","0","0","0","0","16","73","0","15","0",NULL,NULL,NULL,NULL,NULL,NULL
"8519","36","Andy","Russell","20","0","74","225","LB","Virginia","Destroyers","83","67","78","1","77","49","55","1","1","1","78","77","1","1",NULL,"23","62","98","19","79","76","71","41","38","67","100","49","39","87","0","0","0","0","0","0","0","0","0","0","0","0","75","0","45","35",NULL,NULL,NULL,NULL,NULL,NULL
"8520","57","Jack","Sanborn","21","0","74","234","LB",NULL,NULL,"81","63","67","3","71","51","64","1","2","1","78","73","6","7",NULL,"70","100","75","39","70","74","85","45","42","65","98","49","50","94","0","0","0","0","0","0","0","0","0","0","0","28","87","0","22","0",NULL,NULL,NULL,NULL,NULL,NULL
"8521","41","Myjai","Sanders","23","0","77","248","LB",NULL,NULL,"77","62","60","1","72","18","59","3","1","1","73","63","1","1",NULL,"51","62","65","65","82","82","91","52","64","56","72","52","68","82","0","0","0","0","0","0","0","0","0","0","0","16","98","0","10","0",NULL,NULL,NULL,NULL,NULL,NULL
"8522","45","Nephi","Sewell","22","0","72","228","LB",NULL,NULL,"77","57","69","1","72","34","48","1","1","1","77","70","8","7",NULL,"56","54","42","30","41","70","87","68","35","58","81","32","68","82","0","0","0","0","0","0","0","0","0","0","0","26","90","0","29","0",NULL,NULL,NULL,NULL,NULL,NULL
"8523","54","Baylon","Spector","22","0","72","233","LB",NULL,NULL,"76","56","70","17","75","38","52","24","1","1","72","72","1","1",NULL,"54","70","35","61","30","52","86","51","60","55","89","51","48","85","0","0","0","0","0","0","0","0","0","0","0","25","75","0","24","0",NULL,NULL,NULL,NULL,NULL,NULL
"8524","5","Kayvon","Thibodeaux","20","0","77","258","LB","Minnesota","Vikings","86","72","72","1","79","34","66","1","7","7","81","72","1","3","HybridPassrusher","94","32","33","61","34","40","88","41","44","35","78","42","45","71","0","0","0","0","0","0","0","0","0","0","0","50","84","0","22","0",NULL,NULL,NULL,NULL,NULL,NULL
"8525","97","Cameron","Thomas","21","0","76","267","LB",NULL,NULL,"82","68","70","1","69","25","61","1","7","7","83","66","1","1",NULL,"66","62","88","86","64","96","76","46","46","58","94","43","44","94","0","0","0","0","0","0","0","0","0","0","0","14","92","0","23","0",NULL,NULL,NULL,NULL,NULL,NULL
"8526","41","Channing","Tindall","21","0","74","232","LB",NULL,NULL,"78","58","61","3","80","33","53","1","1","1","80","66","1","1",NULL,"9","36","37","3","12","32","87","42","38","36","77","31","37","92","0","0","0","0","0","0","0","0","0","0","0","24","71","0","15","0",NULL,NULL,NULL,NULL,NULL,NULL
"8527","51","Zach","VanValkenburg","23","0","76","263","LB",NULL,NULL,"73","67","67","1","62","19","62","1","1","1","72","58","4","3",NULL,"42","99","71","31","78","90","73","62","36","67","79","41","44","89","0","0","0","0","0","0","0","0","0","0","0","12","58","0","26","0",NULL,NULL,NULL,NULL,NULL,NULL
"8528","7","Quay","Walker","21","0","76","241","LB",NULL,NULL,"82","66","74","1","75","43","68","1","7","7","77","76","3","2",NULL,"12","43","32","18","24","27","80","36","43","53","85","36","66","88","0","0","0","0","0","0","0","0","0","0","0","41","67","0","42","0",NULL,NULL,NULL,NULL,NULL,NULL
"8529","44","Travon","Walker","20","0","77","272","DE","Minnesota","Vikings","87","79","71","1","79","46","77","1","7","7","77","68","1","1","HybridPassrusher","35","73","61","61","61","62","75","37","31","40","85","40","40","80","0","0","0","0","0","0","0","0","0","0","0","55","72","0","50","0",NULL,NULL,NULL,NULL,NULL,NULL
"8530","57","Chandler","Wooten","22","0","75","230","LB",NULL,NULL,"73","54","60","1","67","43","47","1","1","1","71","69","1","1",NULL,"41","59","54","52","53","57","92","53","35","55","91","49","47","98","0","0","0","0","0","0","0","0","0","0","0","8","89","0","7","0",NULL,NULL,NULL,NULL,NULL,NULL
"8531","5","Jake","Camarda","22","0","73","193","P",NULL,NULL,"75","26","52","9","71","15","66","10","10","4","17","87","77","80",NULL,"4","41","48","37","38","18","96","68","64","60","77","41","41","82","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8532","16","Nolan","Cooney","24","0","75","202","P",NULL,NULL,"63","22","32","15","50","10","50","1","1","1","14","86","73","67",NULL,"4","44","35","7","29","12","74","56","31","62","84","55","54","89","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8533","16","Trenton","Gill","23","0","76","219","P",NULL,NULL,"71","26","38","14","54","18","57","5","1","1","13","88","74","73",NULL,"81","30","30","64","69","67","75","50","43","58","82","68","62","70","0","0","0","0","0","0","0","0","70","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8534","4","Ryan","Stonehouse","22","0","70","193","P",NULL,NULL,"77","30","43","11","72","13","69","9","6","2","12","87","84","72",NULL,"100","65","30","68","51","33","89","59","39","70","72","55","69","78","0","0","0","0","0","0","0","0","55","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8535","11","Jordan","Stout","23","0","75","214","P",NULL,NULL,"77","26","48","13","69","13","61","2","1","5","14","89","77","77",NULL,"78","87","100","81","83","88","87","52","49","63","95","68","40","89","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8536","14","Ryan","Wright","21","0","75","245","P",NULL,NULL,"79","43","46","27","66","17","61","19","1","4","26","87","77","82",NULL,"89","57","44","96","50","34","99","43","39","49","81","30","43","73","0","0","0","0","0","0","0","0","84","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8537","0","Brennan","Armstrong","23","0","73","215","QB",NULL,NULL,"71","31","57","73","73","14","62","69","16","17","28","67","8","5",NULL,"18","70","41","29","29","15","98","49","45","53","71","38","62","99","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8538","1","Jimmy","Conzelman","20","0","72","175","QB","London","Monarchs","82","60","65","75","70","55","82","82","40","40","55","90","65","80","ConsummatePro","95","90","85","85","75","55","72","50","34","32","95","32","32","84","65","55","45","0","0","0","0","0","0","55","0","0","55","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8539","0","Matt","Corral","23","0","73","205","QB",NULL,NULL,"78","53","73","81","70","28","65","75","16","17","30","80","14","8",NULL,"68","78","98","78","75","77","98","48","35","48","86","45","53","91","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8540","0","Dustin","Crum","23","0","74","207","QB",NULL,NULL,"64","60","61","69","70","26","52","58","28","17","24","68","11","10",NULL,"50","49","47","46","30","70","89","59","41","61","97","59","36","73","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8541","0","Sam","Hartman","23","0","73","208","QB",NULL,NULL,"71","35","62","68","67","48","66","70","14","14","20","75","10","10",NULL,"56","60","60","54","76","73","74","58","53","56","89","31","68","78","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8542","14","Sam","Howell","20","0","73","220","QB",NULL,NULL,"79","50","64","84","68","40","72","80","8","2","20","90","15","20",NULL,"89","95","88","62","67","82","75","30","38","32","75","44","36","90","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8543","0","D'Eriq","King","23","0","69","202","QB",NULL,NULL,"63","33","52","70","68","14","41","66","16","14","25","79","9","5",NULL,"63","98","98","71","68","77","78","57","62","51","96","45","43","77","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8544","0","Tanner","Mordecai","23","0","74","211","QB",NULL,NULL,"73","33","43","75","66","16","68","74","17","16","24","69","39","33",NULL,"30","57","40","4","25","8","74","38","49","46","89","46","32","70","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8545","8","Kenny","Pickett","23","0","75","225","QB",NULL,NULL,"79","55","66","79","62","24","66","79","5","3","20","77","30","23",NULL,"58","78","76","47","91","89","70","70","70","68","93","53","57","89","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8546","13","Brock","Purdy","21","0","73","220","QB","San Francisco","49ers","85","49","62","76","64","3","86","87","4","1","16","79","1","4","GameManager","97","72","77","86","88","98","74","37","41","40","92","47","66","81","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8547","9","Desmond","Ridder","22","0","75","207","QB",NULL,NULL,"79","46","61","81","70","23","72","75","1","1","16","86","1","1",NULL,"52","61","81","43","83","76","78","53","49","61","82","68","49","80","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8548","0","Spencer","Sanders","23","0","73","210","QB",NULL,NULL,"64","39","56","69","66","38","54","60","19","17","25","63","8","2",NULL,"16","30","45","35","16","7","87","43","37","63","92","40","54","99","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8549","0","Carson","Strong","23","0","75","215","QB",NULL,NULL,"75","46","60","83","73","11","55","75","19","18","26","80","23","8",NULL,"45","67","36","58","37","45","89","47","37","35","95","40","62","91","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8550","6","Skylar","Thompson","24","0","74","219","QB",NULL,NULL,"74","47","65","78","59","9","66","78","1","1","15","77","1","1",NULL,"99","51","39","69","66","58","91","65","37","65","73","70","33","98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8551","11","Danny","White II","21","0","74","193","QB",NULL,NULL,"78","37","63","79","54","15","77","79","1","1","22","73","4","1",NULL,"65","48","53","77","37","39","78","46","45","53","84","49","36","64","61","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL
"8552","7","Malik","Willis","22","0","73","219","QB",NULL,NULL,"77","54","74","84","72","33","75","72","7","5","24","83","1","1","RunningQB","34","49","62","1","8","14","97","67","65","60","86","66","50","96","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8553","4","Bailey","Zappe","22","0","73","220","QB",NULL,NULL,"73","38","58","75","58","1","69","77","1","2","13","89","13","11",NULL,"96","74","97","61","79","91","97","65","55","69","89","68","48","99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8554","25","Tyler","Allgeier","21","0","71","220","RB",NULL,NULL,"80","70","77","16","80","61","59","10","31","42","33","77","3","1",NULL,"14","68","89","27","94","99","89","34","42","44","70","41","65","83","0","53","22","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8555","3","Raheem","Blackshear","22","0","69","190","RB",NULL,NULL,"74","45","78","9","80","60","34","13","21","11","15","72","1","1",NULL,"21","59","42","37","27","35","76","50","32","58","84","65","54","88","0","74","19","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8556","38","Brittain","Brown","23","0","73","205","RB",NULL,NULL,"73","63","67","9","73","57","37","8","24","13","28","71","1","1",NULL,"99","40","66","69","40","65","81","67","67","61","89","44","52","90","0","87","23","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8557","32","Ty","Chandler","23","0","71","204","RB",NULL,NULL,"77","55","68","12","83","59","39","13","34","14","23","77","3","1",NULL,"80","76","71","99","87","96","97","66","51","51","85","51","54","79","0","90","17","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8558","36","Julius","Chestnut","20","0","71","228","RB",NULL,NULL,"78","66","72","9","78","60","35","13","33","26","26","70","2","1",NULL,"42","59","68","56","63","44","99","42","49","46","100","38","43","99","0","91","12","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8559","4","James","Cook","21","0","71","190","RB",NULL,NULL,"84","67","84","13","84","64","51","9","32","28","33","76","4","1","AllPurposeRB","14","52","69","39","31","9","87","34","37","43","75","49","38","89","0","81","28","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
"8560","32","Tyrion","Davis-Price","20","0","73","219","RB",NULL,NULL,"79","69","75","12","80","53","38","8","34","29","26","74","1","1",NULL,"67","77","87","98","95","75","86","41","35","49","71","40","57","73","0","86","30","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL
